region,product_category,price,discount,rating,marketing_score,seasonality_index,competitor_price,store_count,customer_satisfaction,delivery_time_days,online_ad_spend,units_sold,cost_price,revenue,profit,profit_margin,social_media_mentions,weather_impact_score
Oman,Apparel,29.89,0.18,4.1,52.09,0.94,26.89,10,98.92,2.9,18694.23,422,21.36,12613.48,3598.14,0.2853,,
Qatar,Shoes,227.57,0.3,,68.78,1.24,196.95,68,79.81,13.8,30035.42,394,149.46,89663.04,30777.59,0.3433,8479,0.22083822
Bahrain,Shoes,195.96,0.21,3.18,73.92,1,164.95,66,61.65,9.4,6813.49,249,131.28,48793.35,16105.36,0.3301,,
Bahrain,Accessories,48.82,0.18,3.51,24.73,0.81,42.22,64,,1.8,43782.31,433,39.6,21141.03,3995.58,0.189,5427,0.327409826
Bahrain,Accessories,79.97,0.29,4.53,33.22,1.19,68.59,45,63.97,12.3,6447.03,588,57.81,47023.08,13028.78,0.2771,2706,0.680909474
Saudi Arabia,Apparel,37.18,0.33,4.31,33.01,1,43.72,31,98.18,8.7,31939.82,540,27.24,20075.05,5367.08,0.2674,,
UAE,Shoes,166.42,0.44,4.92,21.5,1.05,,23,,2.1,34865.75,364,105.14,60575.5,22302.84,0.3682,,
Bahrain,Accessories,83.42,0.41,3.63,84.97,1.27,74.97,-43,65.15,10.5,45619.05,703,67.47,58641.59,11210.37,0.1912,215,
Oman,Apparel,48.31,0.23,3.03,28.69,1.27,42.57,19,96.95,10.8,48180.66,445,35.82,21497.91,5556.82,0.2585,,
Qatar,Apparel,66.47,0.22,3.54,39.31,0.94,69.37,16,77.46,2.2,10971.96,421,47.97,27983.08,7788.39,0.2783,,0.421786312
Kuwait,Accessories,83.3,0.49,3.74,46.96,0.71,97.22,51,84.69,,10058.14,489,65.92,40735.34,8499.73,0.2087,,0.74490068
UAE,Shoes,199.82,0.2,3.39,68.55,0.75,163.23,13,97.38,9.2,47994.73,255,135.61,50955.36,16375.96,0.3214,,0.438949003
UAE,Shoes,169.89,0.11,3.86,33.22,0.78,136.87,63,66.06,9,23212.52,287,94.45,48758.98,21650.6,0.444,8479,
Kuwait,Apparel,108.12,0.21,4.63,48.72,1.27,102.26,67,87.53,12,44428.73,607,72,65629.86,21928.3,0.3341,3501,
UAE,Apparel,-35.64,0.42,3.39,44.99,0.83,34.51,27,83.54,12.7,44184.59,467,23.18,16642.67,5815.9,0.3495,,0.792346273
Kuwait,Shoes,92.44,0.1,4.79,66.26,0.84,,44,77.21,7.3,10765.63,387,52.7,35775.42,15382.02,0.43,,
Kuwait,Shoes,172.36,0.32,3.22,47.46,0.77,165.23,28,,2.8,22629.52,183,112.26,31541.24,10996.88,0.3487,,
Bahrain,Accessories,89.93,0.41,3.17,99.84,1.04,79.41,57,81.74,10.9,28580.86,672,74.28,60431.49,10512.76,0.174,,
Oman,Apparel,130.29,0.39,4.17,49.4,0.79,159.01,66,66.67,11.3,29050.2,471,78.44,61368.32,24424.42,0.398,5496,
Kuwait,Shoes,121.26,0.17,4.14,51.79,0.88,105.22,7,97.09,,35532.18,287,84.08,34800.23,10667.93,0.3065,,
Saudi Arabia,Accessories,58.85,0.1,4.62,92.83,1.18,68.23,43,95.31,14,23387.61,701,46.25,41251.54,8828.59,0.214,,0.433947474
Qatar,Apparel,110.96,0.4,3.27,97.58,0.96,135.75,63,67.59,12.9,36569.26,606,73.33,67244.19,22804.67,0.3391,9648,
Saudi Arabia,Shoes,144.53,0,4.1,79.73,1.1,135.24,28,85.58,,41650.03,318,100.68,45961.95,13945.33,0.3034,2393,
Kuwait,Shoes,200.63,0.24,3.31,26.11,1.11,,33,90.5,,40632.09,258,121.56,51762.13,20398.63,0.3941,,
Qatar,Apparel,72.92,0.2,4.56,83.97,0.81,68.2,22,61.99,5.4,38205.68,472,50.71,34417.66,10483.98,0.3046,,
Saudi Arabia,Shoes,167.3,0.17,4.35,52.96,0.87,133.55,9,68.35,2.2,40580.71,292,108.84,48850.97,17068.58,0.3494,,0.102019287
Kuwait,Shoes,159.11,0.41,4.17,25.43,0.95,139.62,24,81.55,13.3,20306.19,353,90.56,56165.85,24199.14,0.4309,,
Kuwait,Apparel,111.22,0.23,3.77,84.28,0.86,113.24,18,66.56,1.8,8089.52,399,67.29,44378.22,17531.2,0.395,8797,
UAE,Accessories,59.84,0.37,3.29,90.8,1.19,68.52,40,68.23,13.4,33910.38,795,46.69,47572.42,10456.25,0.2198,,
Qatar,Apparel,70.49,0.33,4.53,44.85,0.83,71.45,31,66.86,10.8,17932.07,458,44.87,32282.88,11731.99,0.3634,,0.759237282
UAE,Apparel,49.69,0.4,3.98,80.94,0.9,45.66,31,64.86,10.3,41896.16,594,36.66,29513.73,7737.3,0.2622,728,0.575369906
Kuwait,Shoes,193.76,0.03,3.13,65,1.25,167.41,38,97.36,5.6,4891.84,227,123.73,43983.09,15895.55,0.3614,,0.96349055
UAE,Shoes,105.12,0.04,4.99,77.68,1.06,92.56,12,,6,48433.32,431,73.08,45306.13,13809.22,0.3048,,0.180162194
UAE,Apparel,45.8,0.46,3.09,45.31,0.88,42.34,29,66.6,13.8,8357.42,471,32.53,21573.9,6251.55,0.2898,,
UAE,Apparel,86.39,0.46,4.91,40.6,0.76,90.91,38,95.5,12.9,20865.11,493,52.5,42588.32,16704.33,0.3922,,
Oman,Apparel,125.44,0.31,4.05,27.15,1.23,146.84,66,68.25,3.5,27352.52,459,86.82,57575.23,17723.78,0.3078,,
Bahrain,Shoes,188.38,0.28,3.4,23.25,0.75,214.08,45,86.75,11.1,34377.45,227,104.29,42763.3,19089.56,0.4464,,
Kuwait,Shoes,243.39,0.37,,95.36,1.14,249.18,8,,1.2,11032.32,337,169.69,82022.35,24836.61,0.3028,,0.524419224
Bahrain,Apparel,117.84,0.2,3.86,67.02,0.73,90.92,65,78.58,6,13184.33,410,73.08,48315.07,18351.83,0.3798,1745,
Saudi Arabia,Shoes,155.52,0.03,3.1,34.37,0.71,166.89,27,,6.4,29240.15,208,107.44,32347.99,10000.51,0.3092,5408,0.158870913
Bahrain,Apparel,105.5,0.2,3.94,55.06,0.81,96.53,23,70.77,5.1,5248.04,387,72.34,40828.34,12832.58,0.3143,,0.466878502
Saudi Arabia,Unknown_Category,438.0638481,0.4,4.44,20.05,0.7,62.65,66,72.38,8.2,30957.94,6799,50,30967.24,4818.53,0.1556,,
Bahrain,Shoes,244.38,0.45,,35.55,1.14,299.07,18,97.03,12.4,25604.12,231,154.24,56452.35,20822.45,0.3689,7904,0.711202562
Bahrain,Apparel,129.75,0.1,4.27,76.53,1.06,106.9,18,65.07,5.9,1698.77,429,81.4,55663.45,20744.37,0.3727,,
Saudi Arabia,Shoes,186.27,0.31,4.4,96.55,0.74,153.24,50,84.71,10.5,31297.35,382,122.08,71156.3,24520.4,0.3446,3262,
Saudi Arabia,Accessories,31.01,0.36,3.9,44,0.95,33.31,65,72.71,4.8,43349.5,678,22.4,21022.23,5838.05,0.2777,,
UAE,Shoes,98.72,0.11,3.88,32.02,0.84,113.43,45,75.24,7.8,5977.71,375,64.75,37020.75,12739.38,0.3441,,0.220429318
Oman,Accessories,56.22,0.49,3.17,70.81,1.26,46.07,63,63.4,4.7,25432.84,653,45.14,36708.46,7233.25,0.197,,
Kuwait,Apparel,125.18,0.33,3.44,89.93,0.95,,24,77.26,6.6,29582.11,420,83.25,52574.16,17608.77,0.3349,,
Bahrain,Shoes,190.66,0.4,3.37,71.91,1.13,,7,72.45,,9334.69,350,118.47,66729.6,25266.09,0.3786,3321,0.24416229
Qatar,Shoes,246.17,0.4,4.7,35.36,1.2,253.71,27,63.38,3.1,30317.16,328,157.87,80745.03,28964.54,0.3587,8365,
Qatar,Shoes,168.84,0.17,4.08,57.65,0.72,173.73,31,60.07,5.2,26203.1,188,108.5,31741.09,11343.24,0.3574,,
Bahrain,Apparel,-45.11,0.42,4.32,40.49,0.91,36.44,39,78.27,13.2,33366.87,467,29.09,21064.96,7481,0.3551,,
Oman,Apparel,46.67,0.46,4.35,82.51,0.82,57.56,26,69.08,5.6,3981.3,515,34.07,24033.02,6488.15,0.27,,
Qatar,Shoes,82.58,0.15,4.37,77.97,1,79.43,13,99.05,13.4,48696.31,418,45.97,34518.9,15302.67,0.4433,,
Saudi Arabia,Accessories,52.13,0.23,3.42,71.99,0.71,,39,94.86,12.1,31140.45,502,42.66,26170.04,4753.8,0.1817,2323,
Saudi Arabia,Accessories,17.74,0.42,4.83,39.07,0.84,19.31,15,68.75,5.5,38583.07,604,13.65,10716.29,2474.66,0.2309,,
Qatar,Shoes,99.67,0.07,,64.09,0.82,108.43,8,75,2.3,23873.45,346,63.31,34485.69,12580.42,0.3648,415,0.422182121
Qatar,Shoes,85.16,0.38,3.74,92.09,0.98,88.05,39,85.03,8.9,5691.15,452,53.78,38493.25,14183.02,0.3685,,
Kuwait,Apparel,45.57,0.1,3.25,64.9,0.7,40.41,49,63.81,3.4,13869.59,399,33.91,18180.92,4650.7,0.2558,9445,0.168233135
Qatar,Accessories,63.16,0.45,3.28,57.35,1.22,70.85,11,78.03,4.4,49444.93,722,50.57,45600.64,9086.87,0.1993,,
UAE,Shoes,87.69,0.46,4.38,75.2,0.79,84.91,7,77.18,12.8,6426.82,381,58.99,33411.73,10936.1,0.3273,3430,0.685602506
Bahrain,Apparel,81.83,0.17,4.92,85.97,0.81,,29,84.96,13.4,48696.57,428,54.07,35023.73,11880.12,0.3392,,
Qatar,Accessories,33.31,0.02,,58.55,0.77,37.5,32,97.68,2.8,11773.29,498,28.12,16586.93,2583.33,0.1557,,
Oman,Shoes,103.78,0.38,3.62,27.4,0.74,84.21,9,65.97,5.8,21905.52,226,63.24,23454.39,9162.66,0.3907,,0.382725889
Bahrain,Accessories,44.71,0.32,3.2,69.03,1.21,48.52,20,63.08,12.9,16814.96,651,32.8,29105.96,7752.56,0.2664,,
Saudi Arabia,Apparel,91.47,0.06,3.46,37.02,1.08,81.01,61,74.78,2.6,17524.83,481,65.66,43995.07,12412.26,0.2821,,0.782949649
Kuwait,Shoes,247.15,0.02,,44.65,1.11,308.78,47,75.52,10.7,21817.08,275,161.77,67966.67,23478.85,0.3454,7395,
Saudi Arabia,Apparel,113.07,0.4,3.47,30.52,0.78,86.09,67,67.65,3.9,26168.09,446,81.91,50430.11,13896.89,0.2756,,
Saudi Arabia,Apparel,97.67,0.13,3.47,31.19,1.18,109.19,47,72.83,7.4,21451.55,504,59.94,49223.25,19015.01,0.3863,,0.942864435
Bahrain,Apparel,103,0.1,4.33,55.73,0.94,106.54,52,92.25,6.3,47212.54,459,68.29,47276.81,15932.82,0.337,,
Saudi Arabia,Shoes,216.13,0.47,3.31,57.36,0.79,182.41,11,64.65,2.7,46517.59,277,130.93,59868.38,23601.14,0.3942,9667,
Oman,Accessories,39.07,0.21,3.24,59.23,1.29,37.5,12,73.2,11.2,40092.24,592,31.53,23129.38,4463.47,0.193,3217,
Kuwait,Shoes,90.17,0.45,3.52,79.47,0.71,85.77,52,82.84,13,24646.26,417,55.06,37601.75,14642.52,0.3894,,
Oman,Accessories,18.82,0.07,4.71,56.94,1.18,18.09,67,65.88,6.8,44949.02,673,15.69,12665.7,2108.97,0.1665,,0.597104651
Qatar,Accessories,60.18,0.34,4.82,24.22,0.97,68.45,42,66.18,5.9,11617.32,575,49.76,34603.97,5989.11,0.1731,4789,
Qatar,Shoes,208.5,0.49,4.2,39.36,0.9,208.03,9,80.02,,40314.86,299,141.36,62341.01,20075.63,0.322,,0.555103494
Oman,Shoes,225.13,0.4,4.6,95.54,0.86,217.09,41,65.9,,47982.12,257,138.05,57858.94,22379.38,0.3868,,0.724050444
Kuwait,Shoes,147.87,0.19,4.07,86.11,0.99,132.12,5,70.46,8.4,49287.79,326,90.26,48204.67,18778.95,0.3896,3305,0.375186932
UAE,Apparel,133.96,0.18,4.06,82.31,0.72,140.69,5,73.69,3.7,26614.95,331,92.3,44341.24,13788.49,0.311,4319,
UAE,Shoes,210.64,0.19,4.14,88.21,0.82,185.7,63,94.67,3.6,22794.36,382,131.61,80465.08,30191.61,0.3752,4967,0.066772903
Bahrain,Apparel,121.17,0.37,3.92,88.01,1.09,103.99,48,64.93,7.3,41227.48,548,85.54,66402.43,19525.88,0.2941,,0.212221963
Saudi Arabia,Accessories,62.58,0.41,4.19,54.66,0.75,74.07,14,,12.8,10707.52,528,51.04,33042.46,6094.6,0.1844,,0.968289066
Kuwait,Accessories,76.94,0.24,4.52,78.05,0.73,59.3,55,84.12,12.8,19398.85,487,57.69,37470.09,9373.45,0.2502,5352,
Saudi Arabia,Shoes,218.9,0.02,4.36,89.15,1.25,231.6,40,68.22,8.6,3453.17,345,134.92,75519.14,28972.42,0.3836,,0.030327897
Qatar,Apparel,47.77,0.26,3.95,20.66,0.94,51.11,44,92.56,11.8,11955.92,549,29.34,26226.88,10116.89,0.3857,8893,
Saudi Arabia,Shoes,129.44,0.37,4.52,61.08,0.98,142.47,17,83.37,5.9,32632.32,350,75.34,45303.06,18935.79,0.418,,0.291635744
UAE,Apparel,133.26,0.42,3.41,97.72,0.92,,12,97.52,13.5,14914.41,493,95.69,65697.14,18521.96,0.2819,,
UAE,Accessories,76.54,0.07,4.08,55.67,0.99,92.13,23,75.95,7.4,22093.88,600,56.01,45924.76,12321.07,0.2683,,0.722867767
Kuwait,Accessories,53.63,0.47,3.41,26.07,0.73,65.32,64,85.55,11.6,15622.54,486,43.65,26062.43,4850.11,0.1861,,
Qatar,Shoes,129.14,0.17,5,85.34,0.71,138.01,28,71.9,11.4,30234.91,354,73.31,45716.15,19764.88,0.4323,,
Qatar,Accessories,58.75,0.25,4.88,65.55,1.28,,26,65.04,7.9,9441.83,704,42.58,41359.6,11384.61,0.2753,6523,
Oman,Accessories,53.75,0.48,4.42,37.13,1.17,40.8,55,96.74,5.4,17012.13,638,40.8,34289.84,8261.65,0.2409,,
Oman,Apparel,109.77,0.06,5,62.28,1.24,125.52,48,63.71,,49839.06,492,74.81,54006.46,17199.88,0.3185,,
Kuwait,Shoes,111.23,0.4,3.66,86.79,0.75,86.7,55,,,11201.29,387,74.56,43047.81,14192.8,0.3297,,
Bahrain,Apparel,50.69,0.36,4.38,64.58,0.97,40.05,61,82.6,12.6,20686.19,585,34.51,29656.45,9467.42,0.3192,1332,
Saudi Arabia,Shoes,122.96,0.16,4.54,21.85,0.99,,23,77.89,10.1,44711.74,286,76.57,35165.57,13267.97,0.3773,,
UAE,Shoes,74.73,0.13,3.3,33.34,1.03,59.95,10,60.4,1.5,11639.1,339,44.3,25332.7,10313.7,0.4071,,0.194968491
Bahrain,Apparel,77.06,0.04,4.6,43.4,1.13,74.49,21,77.54,13,6366.4,390,55.78,30052.32,8296.46,0.2761,8960,0.352522056
Bahrain,Shoes,191.55,0.43,,45.18,0.99,202.99,25,,4.6,18664.26,206,131.1,39458.79,12451.51,0.3156,,
Saudi Arabia,Shoes,245.87,0.49,3.62,87.7,0.93,210.66,21,94.68,8.3,6417.38,297,171.89,73023.62,21972.19,0.3009,,0.65026723
Kuwait,Apparel,85.43,0.47,,35.93,0.72,79.65,28,92.09,10.7,16019.81,411,51.93,35110.47,13766.97,0.3921,,
Bahrain,Accessories,89.24,0.28,4.26,69.86,1.06,86.54,33,74.73,6.7,19782.58,593,68.14,52918.31,12512.34,0.2364,,
UAE,Accessories,24.75,0.39,3.98,82.2,1.28,24.91,49,,,15216.25,878,17.55,21729.63,6316.92,0.2907,,
Saudi Arabia,Accessories,29.26,0.06,4.3,41.6,0.8,31,53,62.99,10.5,34422.75,507,21.41,14835.87,3979.9,0.2683,304,
UAE,Apparel,71.27,0.11,4.61,30.38,0.98,69.4,61,68.1,3.2,15765.88,557,50.26,39695.83,11702.04,0.2948,,
Bahrain,Shoes,133.2,0.17,,20.91,0.84,126.81,68,66.28,11.1,31685.96,374,88.34,49817.95,16777.83,0.3368,5466,0.991931502
Saudi Arabia,Accessories,33.77,0.12,3.66,96.34,1.2,37.23,52,70.39,1.6,6446.88,720,26.14,24310.8,5489.49,0.2258,,0.602400947
Oman,Shoes,225.31,0.3,4.21,68.28,1.15,247.26,20,,7.7,16586.26,318,148.74,71647.78,24350.02,0.3399,2380,
Saudi Arabia,Shoes,90.78,0.39,3.92,37.14,0.83,,23,,8.6,48961.85,321,53.82,29141.35,11866.57,0.4072,4594,
Bahrain,Accessories,64.32,0.27,3.46,56.11,0.88,,17,,10.4,37245.61,437,47.97,28109.79,7148.71,0.2543,,0.327708287
Saudi Arabia,Apparel,65.12,0.39,4.74,87.87,1.16,66.55,17,65.7,7.2,32252.19,593,48.23,38616.57,10013.24,0.2593,,
Saudi Arabia,Apparel,47.26,0.21,4.46,65.9,0.75,40.44,53,78.8,5.5,8291.17,534,32.34,25238.15,7969.15,0.3158,,0.724833101
Qatar,Accessories,79.72,0.23,3.6,58.74,0.75,63.87,62,82.75,3,12804.26,558,61.28,44484.08,10290.09,0.2313,,0.419419095
Kuwait,Apparel,67.31,0.4,4.63,85.66,1.06,63.23,25,61.71,,46627.51,551,41.73,37089.59,14096.24,0.3801,,0.842772291
UAE,Shoes,205.2,0.46,3.1,62.35,1.18,164.07,36,86.76,7.2,28803.83,359,131.85,73666.63,26333.54,0.3575,,
UAE,Accessories,35.39,0.15,4.64,87.98,0.74,36.44,63,75.16,2.8,39166.22,621,28.86,21979.18,4058.84,0.1847,1730,0.623007383
Bahrain,Accessories,51.09,0.11,,81.36,1.21,51.32,41,81.79,13.7,22577.57,668,43.07,34127.13,5353.34,0.1569,,0.935478576
Saudi Arabia,Apparel,74.84,0.2,3.72,64.63,1.15,83.03,41,79.89,5.1,32596.59,569,54.11,42581.49,11792.88,0.2769,,
Qatar,Shoes,165.36,0.45,4.65,98.25,0.91,165.92,8,83.59,10.1,12149.84,353,104.78,58370.34,21381.34,0.3663,,
Bahrain,Accessories,28.04,0.42,3.79,77.5,1.13,29.97,6,84.07,7.1,15336.94,634,20.34,17774.19,4875.57,0.2743,,0.124752302
Saudi Arabia,Shoes,113.58,0.47,4.27,23.77,1.11,140.04,5,95.59,11.8,6705.56,354,65.19,40209.02,17130.55,0.426,,
Kuwait,Accessories,72.19,0.18,4.62,23.47,0.87,67.53,34,63.93,7,33384.47,535,60.8,38622.9,6093.16,0.1578,,0.159859797
Qatar,Shoes,247.22,0.4,3.6,62.26,1.2,207.82,67,84.82,4.3,25269.22,421,143.38,104081.58,43717.69,0.42,,0.690698021
Saudi Arabia,Accessories,36.15,0.14,4.56,50.11,1.1,35.9,38,98.22,,37901.83,672,30.72,24292.12,3648.16,0.1502,568,
Oman,Accessories,78.87,0.11,,71.64,1.1,60.02,49,94.16,,28590.31,580,56.73,45745.56,12839.99,0.2807,,
Oman,Accessories,17.63,0.04,3.16,44.39,1.24,15.09,31,96.11,5.8,4500.53,562,13.02,9910.5,2593.38,0.2617,8289,
UAE,Accessories,86.06,0.23,4.09,33.65,1.08,72.85,55,88.95,2.8,21582.62,666,64.08,57317.43,14638.21,0.2554,,0.964262833
Saudi Arabia,Apparel,102.13,0.24,3.93,27.79,1.14,97.95,38,84.37,11.1,13070.29,503,63.27,51369.16,19543.29,0.3804,,0.259894497
Bahrain,Accessories,71.37,0.09,4.84,56.3,1.11,88.78,19,83.06,1.9,21799.08,523,57.01,37326.56,7512.01,0.2013,5879,
Oman,Shoes,132.94,0.05,4.35,99.49,0.92,100.89,56,60.88,9.2,31692.52,386,90.18,51313.12,16504.12,0.3216,,
UAE,Apparel,34.84,0.42,4.22,94.61,0.9,41.36,34,76.71,2.6,47579.63,605,25.64,21078.69,5566.81,0.2641,3542,
Qatar,Apparel,47.54,0.19,4.85,71.87,1.06,46.83,24,,4.5,15994.68,612,32.55,29097.16,9177.65,0.3154,,
Oman,Accessories,45.82,0.03,3.87,36.08,1.11,57.25,10,70.45,6.3,21459.24,473,38.66,21672.15,3385.2,0.1562,2796,
UAE,Apparel,37.65,0.2,3.75,94.64,1.2,39.5,30,75.02,11.9,4457.8,627,27,23603.7,6672.75,0.2827,,0.49462973
Saudi Arabia,Accessories,27.74,0.15,4.22,97.39,1.17,25.09,28,,12,48839.97,738,20.75,20471.74,5160.35,0.2521,,0.858387596
UAE,Apparel,78.26,0.15,,52.34,1.25,67.37,20,97.16,4.4,47245.46,519,48.55,40618.6,15422.27,0.3797,,
Oman,Shoes,105.86,0.14,4.25,43.34,0.78,99.09,57,99.25,9.9,35608.09,312,71.5,33029.73,10720.35,0.3246,,0.091160157
Qatar,Accessories,15.02,0.45,4.15,65.83,1,,54,80.4,8.3,46018.87,765,10.67,11494.11,3333.39,0.29,,
Bahrain,Accessories,13.52,0.41,,26.92,0.92,13.33,31,70.78,5.2,15560.95,533,10.65,7204.77,1530.57,0.2124,,0.219954745
Saudi Arabia,Shoes,137.68,0.34,3.24,23.94,1.23,118.7,52,79.91,,1927.63,414,93.33,57001.35,18360.77,0.3221,,0.791334407
Bahrain,Shoes,174.66,0.25,3.31,53.69,0.89,134.31,53,67.73,5.6,7937.23,330,101.55,57638.46,24128.36,0.4186,4990,
Qatar,Accessories,62.28,0.03,3.77,37.7,0.77,56.87,55,70.62,10.9,14249.5,443,50.58,27589.24,5184.31,0.1879,1129,
Oman,Apparel,122.13,0.23,,81.64,0.97,147.55,34,70.03,6.9,36066.44,426,79.01,52027.85,18370.15,0.3531,,0.3529519
Kuwait,Accessories,88.54,0.11,4.09,56.76,1.02,72,18,76.23,4.8,3694.96,460,68.87,40727.86,9046.78,0.2221,2135,0.74474693
Saudi Arabia,Apparel,100.56,0.48,4.68,62.27,0.94,107.87,33,92.35,11.6,48881.3,531,68.62,53399.91,16961.19,0.3176,,0.146855831
Qatar,Shoes,115.66,0.44,4.09,33.81,1.03,96.69,61,68.67,3.4,3346.7,472,74.75,54590.73,19306.59,0.3537,,0.848257088
Oman,Apparel,50.84,0.3,4.01,96.63,0.8,48.61,15,87.08,4.9,30054.46,438,34.09,22267.06,7336.86,0.3295,,
UAE,Apparel,108.38,0.32,3.31,34.92,1.12,126.71,39,85.98,,22187.49,500,80.57,54188.76,13902.16,0.2566,,0.047300512
UAE,Apparel,75.91,0.06,4.45,50.89,1.13,90.68,58,67.89,8.7,3571.19,606,56.69,46003.91,11650.5,0.2533,,
Saudi Arabia,Accessories,86.89,0.14,,94.21,0.88,108.26,32,74.11,9,33437.92,566,65.55,49181.28,12077.94,0.2456,2750,
Saudi Arabia,Accessories,52.6,0.19,4.41,70.58,0.85,51.34,50,67.22,10.8,32296.03,531,41.23,27932,6036.94,0.2161,,
Oman,Shoes,170.1,0.41,4.74,68.94,0.82,165.48,46,85.81,10.3,27375.92,354,98.68,60213.82,25281.4,0.4199,1998,
UAE,Shoes,101.38,0.08,,40.77,0.7,90.67,52,68.35,4,42227.41,356,60.07,36092.05,14707.02,0.4075,1022,
Kuwait,Shoes,143.02,0.04,3.54,23.34,0.88,123.18,17,69.26,12.2,12146.4,237,92.9,33896.47,11880.03,0.3505,4948,
UAE,Accessories,23.99,0.41,3.64,56.43,1.01,24.81,69,98.69,5.5,20117.93,728,18.82,17464.8,3763.73,0.2155,6765,
Qatar,Shoes,82.71,0.31,4.21,71.99,0.74,74.49,58,75.77,9,28477.46,392,47.28,32422.03,13887.47,0.4283,,0.153676791
Oman,Accessories,39.7,0.39,4.04,87.28,0.96,46.78,27,85.71,11.7,29444.03,566,30.6,22468.81,5150.86,0.2292,,0.017769027
Kuwait,Accessories,26.89,0.18,,72.53,0.88,27.43,69,96.26,7.6,42646.49,630,21.36,16940.13,3481.89,0.2055,,0.606018207
Bahrain,Accessories,46.95,0.45,3.36,49.8,1.29,44.88,50,93.29,7.9,1696.71,698,34.31,32772.73,8826.29,0.2693,,0.046100455
Qatar,Accessories,51.42,0.21,4.75,67.65,1.26,42.08,14,84.39,6.5,30067.04,757,43.18,38928.4,6241.71,0.1603,,
Bahrain,Shoes,207.31,0.39,4.72,76.77,1.28,253.96,57,78.93,13.5,14224.01,445,118.37,92252.37,39577.23,0.429,,
Kuwait,Shoes,227.12,0.41,3.22,99.69,0.9,264.66,36,62.28,13.9,4870.51,248,134.09,56326.38,23071.43,0.4096,,
Qatar,Shoes,73.26,0.32,,94.85,0.73,86.15,28,99.46,4.2,21496.42,422,44.77,30914.22,12021.34,0.3889,,0.520291749
Saudi Arabia,Apparel,214.7038148,0.11,4.51,61.46,0.74,27.58,31,,,6639.29,5590,19.68,12479.23,4016.13,0.3218,9257,0.171309894
UAE,Accessories,62.06,0.41,3.46,60.42,1.3,60.87,52,86.42,1.9,36373.16,793,50.47,49213.7,9194.43,0.1868,,
Qatar,Accessories,33.92,0.26,7.171150595,28.2,1.1,31.81,13,91.36,7.7,29291.4,648,28.75,21977.9,3349.68,0.1524,,0.764529764
Saudi Arabia,Apparel,127.39,0.46,4.96,77.08,1.11,109.77,47,78.14,11.2,38525.64,571,78.26,72738.49,28051.04,0.3856,,
Kuwait,Accessories,10.67,0.13,4.18,83.16,0.91,8.87,69,,5.8,48169.23,706,8.78,7532.33,1335.29,0.1773,,
Qatar,Apparel,135.75,0.48,3.28,62.58,1.3,156.47,16,74.86,13,33986.84,463,90.58,62851.74,20915.01,0.3328,1378,
Qatar,Accessories,37.47,0.05,4.63,95.64,1.09,34.16,26,80.22,5.9,26871.06,688,28.69,25778.89,6038.99,0.2343,5210,0.357292017
Oman,Accessories,45.17,0.08,3.61,38.17,0.83,41.38,69,,3.7,43628.51,487,37.99,21996,3497.06,0.159,,
Oman,Shoes,233.41,0.16,3.21,73.66,0.71,260.2,58,60.61,10.4,10770.57,275,136.55,64187.11,26635.83,0.415,6188,0.882237511
UAE,Apparel,90.27,0.26,3.6,48,1.03,80.8,49,94.47,11.7,13047.46,517,60.84,46671.74,15218.58,0.3261,,
Saudi Arabia,Apparel,130.37,0.18,4.85,73.75,1.06,127.63,8,86.32,7.8,23388.79,496,95.3,64662.79,17393.67,0.269,7070,
UAE,Shoes,128.97,0.32,4.38,99.65,0.89,107.99,52,94.36,7.6,40516.49,476,74.8,61391.88,25788.58,0.4201,,
Bahrain,Shoes,132.97,0.48,3.21,80.83,1.2,136.07,26,67.73,,28978.31,384,85.19,51059.41,18346.89,0.3593,,0.786368366
Kuwait,Shoes,242.76,0.48,3.03,26.08,0.83,285.64,37,80.22,3.8,25969.97,322,148.5,78169.63,30352,0.3883,6853,
Bahrain,Apparel,111.29,0.2,3.73,37.5,0.76,107.05,33,60.86,10.3,47219.13,344,74.13,38282.84,12783.19,0.3339,,
Kuwait,Apparel,39.35,0.2,,62.19,1.01,38.86,36,76.4,,13850.16,559,25.57,21996.49,7700.43,0.3501,,
UAE,Accessories,56.74,0.42,4.83,67.65,1.22,51.98,53,62.56,10,39200.66,838,39.98,47548.14,14043.3,0.2953,,0.614198702
Bahrain,Accessories,61.07,0.42,4.67,69.76,1.07,51.92,51,76.65,2.5,40108.9,698,45.91,42628.95,10585.16,0.2483,,
Saudi Arabia,Shoes,227.04,0.16,3.18,47.58,0.7,216.69,29,82.12,5.9,24909.15,175,126.79,39731.83,17543.61,0.4416,,
Oman,Apparel,663.865379,0.09,4.24,20.76,1.22,76.92,46,82.57,11.1,24072.77,5772,53.95,39840.13,15887.56,0.3988,8546,
UAE,Shoes,1506.625942,0.08,3.83,75.35,1.04,157.53,25,91.24,5.9,26064.35,4134,113.45,64756.19,28678.87,0.4429,,0.273481645
UAE,Shoes,233.47,0.34,3.25,85.53,1.15,177.82,31,85.07,6.7,5118.28,309,159.18,72143.37,22955.42,0.3182,8512,
Oman,Shoes,243.46,0.08,4.36,46.16,1.17,,51,67.17,,34462.71,268,146.48,65247.01,25989.53,0.3983,,0.000107034
Qatar,Accessories,29.68,0.36,3.62,31.34,0.96,26.25,10,,1.3,8586.71,569,23.13,16890.58,3726.93,0.2207,525,
